id,digit
2400,0
2401,7
2402,4
2403,6
2404,4
2405,7
2406,3
2407,1
2408,3
2409,4
2410,7
2411,6
2412,7
2413,1
2414,4
2415,1
2416,3
2417,0
2418,4
2419,5
2420,9
2421,3
2422,1
2423,1
2424,2
2425,7
2426,1
2427,4
2428,8
2429,8
2430,1
2431,5
2432,4
2433,1
2434,4
2435,4
2436,6
2437,7
2438,5
2439,7
2440,2
2441,7
2442,6
2443,4
2444,3
2445,5
2446,1
2447,4
2448,3
2449,0
2450,4
2451,4
2452,4
2453,6
2454,4
2455,6
2456,3
2457,6
2458,2
2459,4
2460,0
2461,2
2462,6
2463,0
2464,7
2465,3
2466,1
2467,9
2468,4
2469,3
2470,1
2471,4
2472,8
2473,3
2474,0
2475,3
2476,2
2477,4
2478,3
2479,0
2480,2
2481,6
2482,0
2483,3
2484,6
2485,6
2486,3
2487,6
2488,8
2489,4
2490,1
2491,4
2492,5
2493,2
2494,3
2495,4
2496,7
2497,6
2498,4
2499,0
2500,5
2501,6
2502,6
2503,4
2504,2
2505,6
2506,4
2507,4
2508,6
2509,3
2510,7
2511,6
2512,7
2513,6
2514,4
2515,4
2516,9
2517,2
2518,3
2519,3
2520,2
2521,0
2522,5
2523,4
2524,7
2525,8
2526,5
2527,3
2528,0
2529,2
2530,8
2531,3
2532,4
2533,6
2534,4
2535,8
2536,4
2537,4
2538,9
2539,7
2540,4
2541,4
2542,8
2543,6
2544,3
2545,0
2546,3
2547,7
2548,1
2549,1
2550,4
2551,0
2552,7
2553,6
2554,8
2555,1
2556,7
2557,9
2558,4
2559,4
2560,1
2561,3
2562,0
2563,5
2564,1
2565,4
2566,6
2567,4
2568,0
2569,6
2570,4
2571,6
2572,5
2573,3
2574,4
2575,1
2576,5
2577,3
2578,9
2579,1
2580,7
2581,0
2582,7
2583,7
2584,7
2585,3
2586,3
2587,5
2588,1
2589,3
2590,5
2591,4
2592,7
2593,6
2594,9
2595,0
2596,4
2597,8
2598,7
2599,1
2600,7
2601,7
2602,6
2603,4
2604,7
2605,0
2606,3
2607,0
2608,1
2609,6
2610,5
2611,7
2612,7
2613,3
2614,6
2615,1
2616,1
2617,4
2618,9
2619,5
2620,7
2621,5
2622,4
2623,0
2624,6
2625,7
2626,0
2627,0
2628,7
2629,8
2630,1
2631,6
2632,7
2633,6
2634,0
2635,8
2636,5
2637,1
2638,0
2639,3
2640,0
2641,1
2642,3
2643,1
2644,4
2645,7
2646,2
2647,6
2648,3
2649,5
2650,5
2651,1
2652,9
2653,9
2654,1
2655,5
2656,7
2657,9
2658,1
2659,0
2660,4
2661,0
2662,2
2663,4
2664,2
2665,3
2666,1
2667,4
2668,1
2669,1
2670,8
2671,9
2672,4
2673,9
2674,5
2675,3
2676,3
2677,1
2678,6
2679,8
2680,3
2681,5
2682,3
2683,8
2684,4
2685,2
2686,4
2687,6
2688,4
2689,2
2690,7
2691,8
2692,2
2693,0
2694,4
2695,6
2696,6
2697,6
2698,1
2699,9
2700,1
2701,4
2702,2
2703,0
2704,8
2705,3
2706,5
2707,8
2708,6
2709,1
2710,2
2711,4
2712,6
2713,5
2714,4
2715,0
2716,7
2717,3
2718,2
2719,4
2720,4
2721,2
2722,3
2723,4
2724,9
2725,4
2726,4
2727,0
2728,4
2729,6
2730,4
2731,2
2732,6
2733,0
2734,4
2735,4
2736,5
2737,4
2738,6
2739,0
2740,6
2741,0
2742,4
2743,4
2744,5
2745,0
2746,4
2747,4
2748,4
2749,0
2750,9
2751,6
2752,4
2753,7
2754,1
2755,7
2756,6
2757,9
2758,2
2759,3
2760,4
2761,8
2762,4
2763,1
2764,1
2765,7
2766,8
2767,1
2768,4
2769,6
2770,1
2771,3
2772,4
2773,4
2774,6
2775,7
2776,2
2777,7
2778,2
2779,7
2780,4
2781,4
2782,8
2783,1
2784,4
2785,8
2786,1
2787,7
2788,3
2789,0
2790,7
2791,6
2792,3
2793,8
2794,1
2795,4
2796,8
2797,7
2798,4
2799,7
2800,2
2801,0
2802,4
2803,4
2804,1
2805,6
2806,8
2807,4
2808,4
2809,3
2810,3
2811,4
2812,9
2813,2
2814,7
2815,3
2816,4
2817,5
2818,4
2819,2
2820,7
2821,4
2822,3
2823,4
2824,6
2825,8
2826,3
2827,8
2828,4
2829,5
2830,5
2831,1
2832,0
2833,4
2834,3
2835,1
2836,1
2837,3
2838,0
2839,7
2840,4
2841,7
2842,8
2843,8
2844,0
2845,4
2846,4
2847,7
2848,4
2849,4
2850,7
2851,1
2852,1
2853,7
2854,4
2855,4
2856,6
2857,7
2858,0
2859,6
2860,1
2861,7
2862,1
2863,3
2864,2
2865,0
2866,9
2867,8
2868,7
2869,0
2870,9
2871,7
2872,8
2873,6
2874,0
2875,8
2876,4
2877,6
2878,7
2879,0
2880,2
2881,0
2882,1
2883,1
2884,8
2885,4
2886,7
2887,3
2888,7
2889,4
2890,3
2891,5
2892,7
2893,6
2894,8
2895,9
2896,3
2897,0
2898,4
2899,7
2900,6
2901,0
2902,5
2903,1
2904,1
2905,9
2906,8
2907,3
2908,1
2909,5
2910,4
2911,3
2912,4
2913,2
2914,9
2915,3
2916,5
2917,9
2918,2
2919,1
2920,7
2921,4
2922,7
2923,6
2924,4
2925,0
2926,8
2927,0
2928,4
2929,2
2930,7
2931,1
2932,2
2933,4
2934,7
2935,4
2936,4
2937,5
2938,3
2939,0
2940,4
2941,8
2942,8
2943,8
2944,8
2945,7
2946,3
2947,6
2948,7
2949,3
2950,4
2951,4
2952,7
2953,4
2954,0
2955,3
2956,4
2957,0
2958,2
2959,7
2960,4
2961,8
2962,1
2963,6
2964,1
2965,6
2966,9
2967,6
2968,1
2969,5
2970,7
2971,9
2972,1
2973,3
2974,1
2975,4
2976,3
2977,7
2978,7
2979,0
2980,3
2981,1
2982,7
2983,3
2984,9
2985,0
2986,4
2987,5
2988,1
2989,4
2990,5
2991,5
2992,1
2993,7
2994,3
2995,7
2996,7
2997,4
2998,6
2999,6
3000,9
3001,3
3002,7
3003,4
3004,1
3005,5
3006,3
3007,1
3008,1
3009,8
3010,6
3011,9
3012,4
3013,7
3014,4
3015,4
3016,4
3017,4
3018,4
3019,9
3020,8
3021,4
3022,3
3023,3
3024,1
3025,0
3026,7
3027,6
3028,5
3029,3
3030,4
3031,7
3032,1
3033,3
3034,2
3035,6
3036,4
3037,2
3038,8
3039,4
3040,1
3041,4
3042,4
3043,0
3044,7
3045,4
3046,2
3047,4
3048,9
3049,6
3050,4
3051,2
3052,7
3053,4
3054,1
3055,0
3056,4
3057,4
3058,3
3059,4
3060,7
3061,4
3062,5
3063,2
3064,5
3065,4
3066,9
3067,4
3068,1
3069,3
3070,4
3071,0
3072,1
3073,2
3074,3
3075,4
3076,0
3077,1
3078,4
3079,3
3080,4
3081,9
3082,4
3083,1
3084,6
3085,5
3086,7
3087,0
3088,0
3089,3
3090,0
3091,9
3092,5
3093,6
3094,5
3095,4
3096,7
3097,5
3098,3
3099,5
3100,2
3101,5
3102,4
3103,1
3104,1
3105,6
3106,0
3107,6
3108,5
3109,0
3110,3
3111,1
3112,2
3113,1
3114,6
3115,7
3116,8
3117,0
3118,6
3119,5
3120,2
3121,0
3122,5
3123,1
3124,6
3125,1
3126,4
3127,9
3128,4
3129,3
3130,1
3131,1
3132,4
3133,4
3134,2
3135,3
3136,6
3137,4
3138,8
3139,7
3140,5
3141,7
3142,4
3143,8
3144,2
3145,8
3146,8
3147,6
3148,2
3149,5
3150,7
3151,4
3152,7
3153,1
3154,2
3155,5
3156,1
3157,2
3158,1
3159,0
3160,7
3161,5
3162,4
3163,4
3164,4
3165,4
3166,6
3167,5
3168,5
3169,4
3170,6
3171,6
3172,4
3173,7
3174,6
3175,4
3176,8
3177,7
3178,8
3179,4
3180,1
3181,0
3182,3
3183,1
3184,4
3185,4
3186,4
3187,3
3188,1
3189,4
3190,5
3191,1
3192,4
3193,2
3194,4
3195,3
3196,7
3197,6
3198,1
3199,0
3200,8
3201,9
3202,8
3203,0
3204,0
3205,4
3206,9
3207,4
3208,4
3209,4
3210,1
3211,4
3212,1
3213,4
3214,1
3215,4
3216,3
3217,3
3218,9
3219,3
3220,3
3221,6
3222,7
3223,1
3224,4
3225,5
3226,5
3227,8
3228,7
3229,5
3230,9
3231,8
3232,3
3233,9
3234,0
3235,7
3236,0
3237,3
3238,5
3239,2
3240,3
3241,0
3242,2
3243,3
3244,0
3245,8
3246,0
3247,5
3248,6
3249,4
3250,6
3251,1
3252,0
3253,9
3254,3
3255,4
3256,8
3257,4
3258,6
3259,7
3260,4
3261,3
3262,8
3263,8
3264,4
3265,6
3266,5
3267,4
3268,1
3269,1
3270,0
3271,4
3272,7
3273,3
3274,9
3275,7
3276,6
3277,6
3278,0
3279,5
3280,7
3281,6
3282,1
3283,3
3284,6
3285,6
3286,4
3287,7
3288,0
3289,3
3290,3
3291,0
3292,3
3293,1
3294,2
3295,1
3296,4
3297,7
3298,7
3299,4
3300,7
3301,4
3302,4
3303,3
3304,3
3305,1
3306,4
3307,3
3308,0
3309,7
3310,7
3311,8
3312,0
3313,6
3314,1
3315,4
3316,4
3317,0
3318,1
3319,0
3320,1
3321,9
3322,3
3323,5
3324,9
3325,4
3326,3
3327,1
3328,4
3329,3
3330,6
3331,5
3332,4
3333,8
3334,9
3335,1
3336,7
3337,9
3338,8
3339,1
3340,4
3341,3
3342,5
3343,1
3344,3
3345,1
3346,8
3347,6
3348,4
3349,6
3350,5
3351,4
3352,0
3353,3
3354,0
3355,3
3356,0
3357,5
3358,5
3359,7
3360,3
3361,8
3362,1
3363,1
3364,1
3365,7
3366,4
3367,2
3368,7
3369,5
3370,4
3371,2
3372,3
3373,1
3374,1
3375,3
3376,3
3377,1
3378,6
3379,4
3380,0
3381,4
3382,5
3383,7
3384,8
3385,8
3386,3
3387,4
3388,0
3389,7
3390,0
3391,8
3392,3
3393,1
3394,0
3395,4
3396,0
3397,4
3398,5
3399,2
3400,4
3401,7
3402,7
3403,4
3404,6
3405,4
3406,7
3407,4
3408,7
3409,8
3410,1
3411,0
3412,4
3413,2
3414,4
3415,7
3416,3
3417,1
3418,4
3419,8
3420,1
3421,4
3422,4
3423,0
3424,4
3425,4
3426,1
3427,4
3428,7
3429,5
3430,4
3431,0
3432,6
3433,4
3434,3
3435,7
3436,3
3437,5
3438,1
3439,1
3440,0
3441,4
3442,4
3443,6
3444,4
3445,1
3446,2
3447,4
3448,6
3449,5
3450,7
3451,0
3452,7
3453,2
3454,5
3455,8
3456,8
3457,9
3458,4
3459,4
3460,3
3461,6
3462,3
3463,6
3464,4
3465,7
3466,0
3467,5
3468,7
3469,1
3470,6
3471,3
3472,1
3473,3
3474,4
3475,7
3476,8
3477,4
3478,1
3479,4
3480,6
3481,0
3482,1
3483,8
3484,3
3485,0
3486,2
3487,6
3488,0
3489,4
3490,1
3491,7
3492,3
3493,0
3494,2
3495,7
3496,7
3497,4
3498,6
3499,4
3500,8
3501,3
3502,5
3503,4
3504,0
3505,3
3506,0
3507,7
3508,3
3509,5
3510,6
3511,6
3512,4
3513,6
3514,1
3515,6
3516,1
3517,4
3518,9
3519,0
3520,7
3521,3
3522,0
3523,7
3524,7
3525,1
3526,7
3527,5
3528,7
3529,4
3530,4
3531,7
3532,6
3533,1
3534,7
3535,9
3536,9
3537,8
3538,8
3539,4
3540,4
3541,8
3542,7
3543,0
3544,1
3545,1
3546,6
3547,0
3548,4
3549,4
3550,4
3551,1
3552,1
3553,0
3554,6
3555,6
3556,1
3557,4
3558,4
3559,2
3560,9
3561,7
3562,3
3563,4
3564,0
3565,4
3566,0
3567,4
3568,4
3569,4
3570,8
3571,6
3572,1
3573,3
3574,8
3575,7
3576,4
3577,8
3578,3
3579,4
3580,4
3581,4
3582,6
3583,2
3584,0
3585,1
3586,7
3587,2
3588,3
3589,8
3590,4
3591,9
3592,6
3593,9
3594,1
3595,3
3596,3
3597,7
3598,1
3599,4
3600,7
3601,7
3602,4
3603,3
3604,4
3605,9
3606,0
3607,7
3608,4
3609,4
3610,7
3611,2
3612,4
3613,7
3614,7
3615,6
3616,3
3617,4
3618,2
3619,5
3620,1
3621,4
3622,5
3623,7
3624,4
3625,4
3626,9
3627,7
3628,9
3629,1
3630,9
3631,2
3632,6
3633,5
3634,7
3635,1
3636,6
3637,7
3638,4
3639,4
3640,6
3641,4
3642,5
3643,7
3644,3
3645,7
3646,4
3647,9
3648,6
3649,4
3650,4
3651,9
3652,3
3653,4
3654,6
3655,4
3656,4
3657,8
3658,0
3659,8
3660,5
3661,5
3662,4
3663,8
3664,7
3665,7
3666,3
3667,9
3668,8
3669,4
3670,1
3671,7
3672,4
3673,6
3674,4
3675,8
3676,8
3677,7
3678,8
3679,2
3680,6
3681,1
3682,6
3683,1
3684,6
3685,5
3686,4
3687,1
3688,4
3689,6
3690,6
3691,5
3692,1
3693,8
3694,7
3695,9
3696,1
3697,1
3698,4
3699,5
3700,7
3701,4
3702,7
3703,5
3704,1
3705,4
3706,1
3707,3
3708,6
3709,1
3710,3
3711,6
3712,1
3713,1
3714,1
3715,7
3716,1
3717,5
3718,1
3719,7
3720,1
3721,3
3722,8
3723,2
3724,3
3725,6
3726,6
3727,8
3728,0
3729,3
3730,4
3731,3
3732,1
3733,5
3734,9
3735,4
3736,4
3737,4
3738,4
3739,1
3740,8
3741,8
3742,4
3743,7
3744,7
3745,7
3746,4
3747,7
3748,4
3749,3
3750,3
3751,4
3752,9
3753,5
3754,2
3755,4
3756,1
3757,4
3758,1
3759,0
3760,4
3761,1
3762,3
3763,3
3764,3
3765,1
3766,6
3767,2
3768,5
3769,0
3770,3
3771,4
3772,7
3773,2
3774,2
3775,1
3776,3
3777,6
3778,3
3779,2
3780,1
3781,2
3782,1
3783,0
3784,2
3785,7
3786,2
3787,4
3788,1
3789,4
3790,3
3791,3
3792,3
3793,1
3794,0
3795,7
3796,7
3797,6
3798,6
3799,7
3800,6
3801,6
3802,4
3803,6
3804,1
3805,0
3806,6
3807,9
3808,8
3809,0
3810,1
3811,4
3812,8
3813,9
3814,7
3815,7
3816,2
3817,1
3818,0
3819,1
3820,0
3821,1
3822,0
3823,9
3824,2
3825,4
3826,6
3827,6
3828,1
3829,1
3830,0
3831,0
3832,7
3833,5
3834,7
3835,8
3836,0
3837,9
3838,8
3839,0
3840,3
3841,9
3842,2
3843,7
3844,0
3845,4
3846,4
3847,4
3848,9
3849,1
3850,2
3851,5
3852,1
3853,8
3854,7
3855,9
3856,1
3857,6
3858,4
3859,0
3860,3
3861,2
3862,8
3863,3
3864,4
3865,6
3866,7
3867,2
3868,9
3869,4
3870,4
3871,4
3872,5
3873,7
3874,0
3875,3
3876,4
3877,7
3878,5
3879,4
3880,3
3881,4
3882,8
3883,5
3884,1
3885,4
3886,3
3887,0
3888,4
3889,1
3890,4
3891,2
3892,5
3893,4
3894,4
3895,4
3896,6
3897,6
3898,1
3899,1
3900,8
3901,4
3902,4
3903,0
3904,0
3905,4
3906,9
3907,0
3908,8
3909,8
3910,7
3911,9
3912,9
3913,3
3914,3
3915,2
3916,5
3917,3
3918,8
3919,3
3920,4
3921,6
3922,4
3923,6
3924,9
3925,6
3926,7
3927,5
3928,1
3929,3
3930,3
3931,4
3932,4
3933,6
3934,8
3935,7
3936,7
3937,6
3938,9
3939,7
3940,1
3941,0
3942,5
3943,4
3944,1
3945,9
3946,9
3947,4
3948,8
3949,6
3950,0
3951,4
3952,1
3953,4
3954,3
3955,4
3956,4
3957,7
3958,0
3959,9
3960,4
3961,5
3962,9
3963,3
3964,6
3965,1
3966,2
3967,2
3968,4
3969,1
3970,4
3971,3
3972,4
3973,2
3974,2
3975,5
3976,6
3977,1
3978,4
3979,3
3980,7
3981,4
3982,8
3983,3
3984,4
3985,8
3986,6
3987,5
3988,3
3989,1
3990,3
3991,7
3992,2
3993,9
3994,0
3995,0
3996,1
3997,3
3998,7
3999,5
4000,6
4001,1
4002,8
4003,2
4004,7
4005,4
4006,5
4007,6
4008,2
4009,4
4010,1
4011,0
4012,2
4013,4
4014,7
4015,2
4016,1
4017,4
4018,7
4019,4
4020,3
4021,9
4022,0
4023,5
4024,4
4025,9
4026,4
4027,3
4028,2
4029,5
4030,8
4031,5
4032,7
4033,8
4034,1
4035,4
4036,2
4037,4
4038,2
4039,4
4040,8
4041,5
4042,1
4043,5
4044,5
4045,1
4046,6
4047,4
4048,4
4049,0
4050,7
4051,7
4052,6
4053,2
4054,6
4055,2
4056,0
4057,6
4058,4
4059,6
4060,1
4061,6
4062,5
4063,1
4064,2
4065,4
4066,6
4067,9
4068,6
4069,1
4070,3
4071,3
4072,1
4073,5
4074,6
4075,5
4076,7
4077,8
4078,0
4079,8
4080,6
4081,4
4082,7
4083,7
4084,2
4085,5
4086,2
4087,3
4088,0
4089,0
4090,3
4091,6
4092,6
4093,4
4094,4
4095,4
4096,8
4097,3
4098,7
4099,1
4100,9
4101,7
4102,9
4103,6
4104,1
4105,2
4106,6
4107,5
4108,0
4109,4
4110,8
4111,8
4112,6
4113,2
4114,4
4115,3
4116,0
4117,0
4118,4
4119,4
4120,1
4121,4
4122,0
4123,9
4124,2
4125,4
4126,4
4127,6
4128,5
4129,7
4130,5
4131,2
4132,7
4133,8
4134,2
4135,1
4136,0
4137,1
4138,6
4139,3
4140,7
4141,8
4142,3
4143,3
4144,9
4145,7
4146,0
4147,5
4148,1
4149,2
4150,3
4151,6
4152,2
4153,7
4154,1
4155,5
4156,0
4157,2
4158,7
4159,4
4160,3
4161,6
4162,3
4163,3
4164,2
4165,7
4166,1
4167,4
4168,3
4169,0
4170,4
4171,2
4172,1
4173,7
4174,7
4175,4
4176,0
4177,5
4178,3
4179,4
4180,3
4181,4
4182,5
4183,4
4184,2
4185,9
4186,4
4187,1
4188,9
4189,3
4190,3
4191,4
4192,1
4193,4
4194,1
4195,1
4196,7
4197,5
4198,8
4199,4
4200,2
4201,7
4202,7
4203,7
4204,4
4205,2
4206,4
4207,6
4208,9
4209,6
4210,3
4211,1
4212,0
4213,6
4214,1
4215,0
4216,8
4217,3
4218,5
4219,1
4220,2
4221,4
4222,0
4223,0
4224,0
4225,2
4226,3
4227,7
4228,7
4229,1
4230,5
4231,7
4232,1
4233,8
4234,5
4235,0
4236,4
4237,6
4238,4
4239,1
4240,7
4241,1
4242,1
4243,1
4244,3
4245,7
4246,8
4247,8
4248,3
4249,0
4250,8
4251,0
4252,8
4253,3
4254,7
4255,7
4256,6
4257,6
4258,8
4259,1
4260,7
4261,6
4262,5
4263,4
4264,7
4265,9
4266,0
4267,5
4268,3
4269,2
4270,9
4271,4
4272,2
4273,6
4274,4
4275,5
4276,1
4277,1
4278,9
4279,6
4280,1
4281,7
4282,1
4283,3
4284,0
4285,2
4286,0
4287,4
4288,0
4289,4
4290,1
4291,3
4292,9
4293,4
4294,3
4295,7
4296,0
4297,7
4298,7
4299,8
4300,4
4301,8
4302,8
4303,4
4304,1
4305,0
4306,7
4307,2
4308,1
4309,3
4310,4
4311,0
4312,7
4313,6
4314,3
4315,7
4316,7
4317,0
4318,7
4319,3
4320,7
4321,9
4322,0
4323,1
4324,3
4325,4
4326,0
4327,6
4328,0
4329,0
4330,9
4331,9
4332,6
4333,4
4334,2
4335,2
4336,1
4337,3
4338,3
4339,6
4340,6
4341,6
4342,3
4343,4
4344,4
4345,9
4346,7
4347,7
4348,4
4349,9
4350,4
4351,8
4352,0
4353,0
4354,0
4355,4
4356,6
4357,1
4358,3
4359,2
4360,4
4361,4
4362,9
4363,9
4364,8
4365,4
4366,6
4367,4
4368,1
4369,3
4370,4
4371,6
4372,0
4373,7
4374,5
4375,3
4376,1
4377,7
4378,6
4379,0
4380,5
4381,4
4382,0
4383,0
4384,3
4385,0
4386,1
4387,0
4388,3
4389,4
4390,4
4391,5
4392,0
4393,3
4394,9
4395,1
4396,0
4397,0
4398,4
4399,6
4400,7
4401,8
4402,9
4403,4
4404,4
4405,4
4406,6
4407,1
4408,6
4409,3
4410,1
4411,7
4412,0
4413,0
4414,1
4415,4
4416,0
4417,5
4418,4
4419,0
4420,4
4421,7
4422,4
4423,1
4424,7
4425,1
4426,5
4427,5
4428,5
4429,1
4430,1
4431,3
4432,4
4433,3
4434,1
4435,1
4436,4
4437,3
4438,4
4439,4
4440,4
4441,7
4442,0
4443,5
4444,6
4445,1
4446,0
4447,7
4448,2
4449,8
4450,1
4451,4
4452,0
4453,0
4454,4
4455,1
4456,1
4457,2
4458,0
4459,8
4460,7
4461,7
4462,7
4463,4
4464,0
4465,9
4466,9
4467,0
4468,4
4469,8
4470,3
4471,9
4472,4
4473,3
4474,0
4475,6
4476,2
4477,3
4478,5
4479,2
4480,4
4481,1
4482,4
4483,1
4484,3
4485,4
4486,0
4487,3
4488,3
4489,2
4490,4
4491,5
4492,4
4493,6
4494,4
4495,4
4496,2
4497,3
4498,4
4499,4
4500,4
4501,6
4502,4
4503,8
4504,7
4505,6
4506,1
4507,4
4508,8
4509,4
4510,8
4511,1
4512,0
4513,2
4514,0
4515,4
4516,1
4517,1
4518,6
4519,1
4520,4
4521,4
4522,3
4523,3
4524,6
4525,8
4526,2
4527,3
4528,7
4529,2
4530,7
4531,0
4532,4
4533,3
4534,7
4535,7
4536,3
4537,5
4538,2
4539,6
4540,3
4541,1
4542,6
4543,6
4544,6
4545,0
4546,8
4547,0
4548,4
4549,1
4550,4
4551,3
4552,0
4553,3
4554,7
4555,0
4556,3
4557,2
4558,3
4559,1
4560,0
4561,1
4562,0
4563,0
4564,5
4565,5
4566,1
4567,0
4568,4
4569,4
4570,8
4571,7
4572,3
4573,3
4574,4
4575,3
4576,3
4577,1
4578,1
4579,7
4580,3
4581,0
4582,0
4583,1
4584,5
4585,1
4586,7
4587,1
4588,4
4589,0
4590,1
4591,0
4592,5
4593,2
4594,4
4595,5
4596,9
4597,3
4598,7
4599,2
4600,4
4601,1
4602,3
4603,1
4604,3
4605,6
4606,4
4607,4
4608,3
4609,9
4610,6
4611,0
4612,0
4613,5
4614,1
4615,0
4616,2
4617,4
4618,6
4619,6
4620,3
4621,9
4622,8
4623,4
4624,8
4625,4
4626,4
4627,0
4628,1
4629,2
4630,4
4631,5
4632,6
4633,4
4634,9
4635,6
4636,0
4637,7
4638,6
4639,6
4640,7
4641,4
4642,1
4643,0
4644,8
4645,0
4646,4
4647,6
4648,3
4649,6
4650,4
4651,4
4652,7
4653,7
4654,0
4655,6
4656,1
4657,5
4658,1
4659,8
4660,0
4661,3
4662,1
4663,5
4664,3
4665,4
4666,3
4667,1
4668,7
4669,6
4670,4
4671,1
4672,0
4673,8
4674,3
4675,4
4676,7
4677,1
4678,8
4679,7
4680,7
4681,1
4682,6
4683,1
4684,1
4685,6
4686,6
4687,4
4688,0
4689,2
4690,4
4691,8
4692,4
4693,0
4694,6
4695,5
4696,3
4697,7
4698,3
4699,5
4700,0
4701,7
4702,6
4703,1
4704,6
4705,4
4706,9
4707,7
4708,0
4709,6
4710,3
4711,4
4712,4
4713,5
4714,6
4715,2
4716,2
4717,2
4718,5
4719,6
4720,4
4721,0
4722,4
4723,4
4724,1
4725,1
4726,3
4727,4
4728,4
4729,4
4730,5
4731,4
4732,4
4733,3
4734,4
4735,0
4736,4
4737,6
4738,2
4739,2
4740,5
4741,8
4742,6
4743,4
4744,5
4745,6
4746,9
4747,3
4748,2
4749,1
4750,8
4751,3
4752,6
4753,8
4754,0
4755,1
4756,7
4757,1
4758,4
4759,6
4760,4
4761,1
4762,2
4763,8
4764,7
4765,2
4766,3
4767,2
4768,8
4769,0
4770,1
4771,1
4772,8
4773,8
4774,1
4775,1
4776,5
4777,5
4778,1
4779,3
4780,8
4781,2
4782,8
4783,6
4784,4
4785,1
4786,7
4787,0
4788,9
4789,5
4790,4
4791,1
4792,3
4793,7
4794,8
4795,4
4796,9
4797,6
4798,5
4799,1
4800,0
4801,2
4802,5
4803,4
4804,4
4805,6
4806,6
4807,3
4808,4
4809,9
4810,6
4811,1
4812,0
4813,1
4814,7
4815,7
4816,3
4817,2
4818,2
4819,9
4820,4
4821,9
4822,3
4823,7
4824,1
4825,7
4826,0
4827,0
4828,7
4829,7
4830,5
4831,7
4832,1
4833,1
4834,4
4835,4
4836,2
4837,4
4838,0
4839,4
4840,0
4841,7
4842,8
4843,1
4844,6
4845,3
4846,7
