id,digit
2288,1
2289,1
2290,1
2291,1
2292,1
2293,8
2294,1
2295,3
2296,1
2297,6
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,8
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,8
2314,4
2315,8
2316,6
2317,6
2318,1
2319,0
2320,3
2321,1
2322,3
2323,3
2324,0
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,8
2335,1
2336,1
2337,6
2338,1
2339,1
2340,1
2341,8
2342,1
2343,1
2344,8
2345,1
2346,1
2347,3
2348,1
2349,3
2350,3
2351,6
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,8
2360,1
2361,3
2362,1
2363,6
2364,3
2365,1
2366,3
2367,1
2368,6
2369,1
2370,1
2371,1
2372,6
2373,3
2374,1
2375,1
2376,1
2377,3
2378,1
2379,1
2380,1
2381,1
2382,1
2383,6
2384,3
2385,4
2386,0
2387,6
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,8
2399,1
2400,0
2401,1
2402,1
2403,1
2404,1
2405,9
2406,1
2407,1
2408,1
2409,6
2410,9
2411,1
2412,1
2413,9
2414,6
2415,1
2416,0
2417,1
2418,1
2419,1
2420,8
2421,3
2422,0
2423,3
2424,1
2425,1
2426,8
2427,1
2428,6
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,5
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,3
2446,1
2447,3
2448,1
2449,1
2450,1
2451,3
2452,1
2453,1
2454,9
2455,1
2456,1
2457,1
2458,1
2459,1
2460,0
2461,6
2462,1
2463,1
2464,8
2465,1
2466,1
2467,1
2468,1
2469,1
2470,0
2471,1
2472,1
2473,1
2474,1
2475,3
2476,1
2477,1
2478,1
2479,0
2480,1
2481,6
2482,1
2483,1
2484,1
2485,3
2486,1
2487,1
2488,8
2489,9
2490,1
2491,0
2492,6
2493,1
2494,1
2495,8
2496,1
2497,3
2498,1
2499,9
2500,1
2501,6
2502,1
2503,1
2504,6
2505,1
2506,1
2507,6
2508,1
2509,1
2510,1
2511,8
2512,1
2513,1
2514,1
2515,1
2516,3
2517,1
2518,1
2519,1
2520,9
2521,3
2522,8
2523,8
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,3
2532,1
2533,3
2534,3
2535,1
2536,1
2537,0
2538,4
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,3
2547,3
2548,1
2549,1
2550,1
2551,6
2552,5
2553,6
2554,1
2555,1
2556,1
2557,0
2558,1
2559,0
2560,1
2561,3
2562,1
2563,3
2564,1
2565,3
2566,0
2567,1
2568,0
2569,8
2570,1
2571,3
2572,8
2573,1
2574,1
2575,3
2576,1
2577,1
2578,1
2579,1
2580,1
2581,3
2582,1
2583,1
2584,1
2585,3
2586,8
2587,1
2588,1
2589,1
2590,3
2591,1
2592,1
2593,3
2594,8
2595,1
2596,4
2597,3
2598,8
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,8
2606,1
2607,0
2608,1
2609,3
2610,6
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,3
2618,8
2619,8
2620,3
2621,6
2622,3
2623,3
2624,1
2625,1
2626,3
2627,1
2628,1
2629,1
2630,3
2631,1
2632,1
2633,1
2634,5
2635,1
2636,1
2637,1
2638,1
2639,1
2640,3
2641,1
2642,1
2643,1
2644,1
2645,9
2646,1
2647,1
2648,1
2649,3
2650,1
2651,1
2652,1
2653,1
2654,3
2655,0
2656,1
2657,1
2658,1
2659,0
2660,1
2661,3
2662,3
2663,3
2664,8
2665,1
2666,1
2667,1
2668,3
2669,1
2670,3
2671,1
2672,3
2673,1
2674,6
2675,3
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,8
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,3
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,1
2698,0
2699,8
2700,1
2701,1
2702,1
2703,1
2704,3
2705,3
2706,1
2707,1
2708,1
2709,3
2710,1
2711,1
2712,6
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,6
2721,1
2722,1
2723,1
2724,1
2725,0
2726,3
2727,3
2728,1
2729,8
2730,1
2731,0
2732,1
2733,3
2734,1
2735,5
2736,3
2737,1
2738,1
2739,1
2740,1
2741,6
2742,1
2743,1
2744,1
2745,1
2746,3
2747,1
2748,6
2749,3
2750,1
2751,1
2752,5
2753,1
2754,8
2755,1
2756,1
2757,1
2758,0
2759,1
2760,1
2761,1
2762,8
2763,1
2764,1
2765,3
2766,1
2767,1
2768,4
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,3
2776,3
2777,1
2778,1
2779,1
2780,1
2781,3
2782,1
2783,8
2784,1
2785,1
2786,1
2787,1
2788,3
2789,6
2790,1
2791,1
2792,1
2793,1
2794,3
2795,3
2796,1
2797,1
2798,1
2799,6
2800,1
2801,1
2802,1
2803,3
2804,1
2805,6
2806,3
2807,1
2808,1
2809,6
2810,1
2811,1
2812,3
2813,8
2814,1
2815,1
2816,8
2817,3
2818,3
2819,1
2820,1
2821,1
2822,6
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,3
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,3
2840,8
2841,1
2842,3
2843,1
2844,1
2845,1
2846,9
2847,1
2848,1
2849,1
2850,9
2851,1
2852,1
2853,0
2854,8
2855,6
2856,0
2857,1
2858,1
2859,1
2860,1
2861,6
2862,1
2863,3
2864,1
2865,1
2866,1
2867,1
2868,1
2869,0
2870,1
2871,1
2872,8
2873,1
2874,0
2875,1
2876,3
2877,1
2878,1
2879,1
2880,2
2881,8
2882,0
2883,3
2884,1
2885,1
2886,1
2887,8
2888,1
2889,1
2890,1
2891,9
2892,1
2893,3
2894,1
2895,1
2896,1
2897,1
2898,6
2899,1
2900,1
2901,1
2902,1
2903,5
2904,1
2905,1
2906,3
2907,3
2908,1
2909,0
2910,1
2911,3
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,1
2920,0
2921,1
2922,6
2923,0
2924,1
2925,3
2926,1
2927,3
2928,3
2929,1
2930,6
2931,9
2932,1
2933,3
2934,0
2935,1
2936,3
2937,6
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,8
2946,1
2947,3
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,3
2957,1
2958,1
2959,1
2960,3
2961,1
2962,1
2963,1
2964,0
2965,1
2966,1
2967,5
2968,3
2969,1
2970,3
2971,1
2972,1
2973,1
2974,1
2975,3
2976,1
2977,1
2978,1
2979,9
2980,8
2981,3
2982,3
2983,1
2984,1
2985,1
2986,1
2987,6
2988,3
2989,8
2990,8
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,1
2998,1
2999,3
3000,1
3001,8
3002,1
3003,6
3004,1
3005,3
3006,1
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,8
3014,3
3015,1
3016,1
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,3
3028,1
3029,1
3030,3
3031,1
3032,1
3033,1
3034,1
3035,1
3036,1
3037,1
3038,8
3039,3
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,3
3047,9
3048,1
3049,1
3050,1
3051,0
3052,1
3053,0
3054,1
3055,1
3056,3
3057,1
3058,1
3059,1
3060,0
3061,3
3062,8
3063,0
3064,1
3065,4
3066,3
3067,1
3068,1
3069,5
3070,3
3071,0
3072,1
3073,1
3074,1
3075,3
3076,0
3077,1
3078,8
3079,1
3080,1
3081,0
3082,6
3083,1
3084,0
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3091,0
3092,1
3093,1
3094,3
3095,3
3096,1
3097,1
3098,6
3099,6
3100,1
3101,6
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,9
3109,8
3110,1
3111,1
3112,6
3113,3
3114,1
3115,1
3116,1
3117,1
3118,8
3119,1
3120,1
3121,0
3122,6
3123,1
3124,8
3125,1
3126,3
3127,8
3128,6
3129,1
3130,1
3131,1
3132,1
3133,1
3134,8
3135,1
3136,1
3137,3
3138,1
3139,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,1
3146,1
3147,3
3148,6
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,1
3164,1
3165,3
3166,1
3167,1
3168,1
3169,3
3170,3
3171,6
3172,3
3173,1
3174,1
3175,1
3176,8
3177,3
3178,1
3179,1
3180,1
3181,1
3182,1
3183,3
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,8
3195,1
3196,1
3197,1
3198,1
3199,0
3200,1
3201,1
3202,1
3203,1
3204,6
3205,0
3206,3
3207,1
3208,1
3209,8
3210,8
3211,1
3212,1
3213,8
3214,1
3215,6
3216,1
3217,1
3218,1
3219,1
3220,9
3221,1
3222,1
3223,1
3224,1
3225,8
3226,1
3227,6
3228,1
3229,8
3230,1
3231,1
3232,1
3233,3
3234,0
3235,1
3236,3
3237,1
3238,1
3239,1
3240,1
3241,1
3242,5
3243,1
3244,1
3245,1
3246,6
3247,6
3248,1
3249,1
3250,1
3251,1
3252,1
3253,3
3254,3
3255,1
3256,3
3257,1
3258,1
3259,1
3260,3
3261,1
3262,1
3263,3
3264,3
3265,3
3266,3
3267,1
3268,1
3269,3
3270,0
3271,1
3272,0
3273,1
3274,8
3275,1
3276,1
3277,1
3278,6
3279,1
3280,6
3281,6
3282,8
3283,8
3284,1
3285,3
3286,1
3287,1
3288,0
3289,4
3290,1
3291,1
3292,1
3293,3
3294,1
3295,3
3296,1
3297,1
3298,1
3299,4
3300,3
3301,3
3302,3
3303,3
3304,1
3305,1
3306,1
3307,6
3308,1
3309,6
3310,3
3311,1
3312,1
3313,6
3314,1
3315,6
3316,1
3317,1
3318,1
3319,1
3320,1
3321,0
3322,1
3323,3
3324,1
3325,3
3326,1
3327,8
3328,1
3329,1
3330,1
3331,1
3332,3
3333,3
3334,1
3335,1
3336,1
3337,1
3338,3
3339,3
3340,3
3341,1
3342,1
3343,1
3344,1
3345,6
3346,1
3347,1
3348,3
3349,1
3350,8
3351,1
3352,6
3353,1
3354,1
3355,1
3356,1
3357,1
3358,0
3359,0
3360,3
3361,1
3362,1
3363,1
3364,1
3365,1
3366,3
3367,6
3368,0
3369,0
3370,1
3371,1
3372,1
3373,2
3374,1
3375,1
3376,1
3377,1
3378,6
3379,1
3380,1
3381,1
3382,1
3383,1
3384,0
3385,1
3386,4
3387,1
3388,1
3389,1
3390,6
3391,3
3392,1
3393,1
3394,1
3395,1
3396,1
3397,1
3398,6
3399,2
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,0
3409,1
3410,8
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,3
3420,3
3421,3
3422,1
3423,3
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,1
3431,5
3432,1
3433,1
3434,1
3435,1
3436,3
3437,1
3438,1
3439,1
3440,1
3441,6
3442,6
3443,1
3444,1
3445,1
3446,6
3447,1
3448,1
3449,3
3450,1
3451,1
3452,3
3453,3
3454,1
3455,3
3456,1
3457,1
3458,3
3459,1
3460,1
3461,1
3462,1
3463,1
3464,8
3465,3
3466,1
3467,8
3468,0
3469,1
3470,1
3471,3
3472,1
3473,1
3474,1
3475,1
3476,8
3477,1
3478,1
3479,3
3480,1
3481,1
3482,8
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,3
3493,3
3494,3
3495,6
3496,3
3497,0
3498,0
3499,1
3500,1
3501,1
3502,3
3503,0
3504,0
3505,1
3506,3
3507,1
3508,0
3509,1
3510,1
3511,1
3512,1
3513,3
3514,1
3515,3
3516,1
3517,6
3518,1
3519,1
3520,1
3521,1
3522,8
3523,0
3524,3
3525,1
3526,1
3527,9
3528,1
3529,1
3530,9
3531,3
3532,1
3533,1
3534,1
3535,1
3536,3
3537,1
3538,1
3539,2
3540,6
3541,1
3542,1
3543,1
3544,0
3545,1
3546,1
3547,1
3548,1
3549,6
3550,1
3551,1
3552,1
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,3
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,3
3577,8
3578,1
3579,1
3580,1
3581,3
3582,1
3583,1
3584,1
3585,1
3586,3
3587,1
3588,1
3589,1
3590,0
3591,1
3592,1
3593,6
3594,1
3595,1
3596,4
3597,1
3598,1
3599,8
3600,1
3601,1
3602,1
3603,0
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,1
3611,8
3612,8
3613,1
3614,8
3615,1
3616,1
3617,3
3618,1
3619,6
3620,1
3621,4
3622,3
3623,1
3624,1
3625,1
3626,0
3627,3
3628,1
3629,1
3630,8
3631,1
3632,1
3633,1
3634,1
3635,1
3636,3
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,1
3644,1
3645,1
3646,1
3647,5
3648,3
3649,1
3650,3
3651,3
3652,0
3653,1
3654,1
3655,1
3656,1
3657,3
3658,1
3659,1
3660,3
3661,1
3662,1
3663,9
3664,1
3665,6
3666,1
3667,1
3668,1
3669,1
3670,3
3671,3
3672,1
3673,1
3674,1
3675,1
3676,6
3677,1
3678,3
3679,0
3680,1
3681,6
3682,1
3683,1
3684,1
3685,1
3686,0
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,3
3695,1
3696,1
3697,1
3698,1
3699,6
3700,1
3701,1
3702,1
3703,9
3704,1
3705,1
3706,1
3707,1
3708,1
3709,4
3710,1
3711,1
3712,3
3713,9
3714,1
3715,1
3716,1
3717,3
3718,8
3719,1
3720,1
3721,3
3722,1
3723,1
3724,1
3725,6
3726,1
3727,1
3728,1
3729,8
3730,1
3731,6
3732,1
3733,0
3734,0
3735,1
3736,3
3737,1
3738,3
3739,6
3740,3
3741,1
3742,1
3743,1
3744,1
3745,1
3746,1
3747,1
3748,1
3749,1
3750,9
3751,1
3752,6
3753,1
3754,1
3755,6
3756,1
3757,6
3758,1
3759,1
3760,1
3761,3
3762,1
3763,1
3764,1
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,3
3773,1
3774,3
3775,1
3776,1
3777,1
3778,1
3779,3
3780,1
3781,6
3782,1
3783,1
3784,3
3785,1
3786,8
3787,1
3788,3
3789,3
3790,1
3791,3
3792,1
3793,1
3794,1
3795,1
3796,1
3797,1
3798,3
3799,1
3800,9
3801,1
3802,3
3803,4
3804,1
3805,8
3806,3
3807,8
3808,1
3809,1
3810,1
3811,1
3812,1
3813,8
3814,0
3815,1
3816,6
3817,1
3818,3
3819,1
3820,6
3821,1
3822,0
3823,0
3824,1
3825,1
3826,1
3827,8
3828,1
3829,1
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,8
3838,1
3839,1
3840,3
3841,1
3842,6
3843,1
3844,1
3845,1
3846,8
3847,1
3848,1
3849,1
3850,3
3851,1
3852,1
3853,1
3854,1
3855,8
3856,1
3857,1
3858,3
3859,1
3860,6
3861,6
3862,1
3863,1
3864,1
3865,8
3866,1
3867,1
3868,8
3869,8
3870,1
3871,1
3872,6
3873,1
3874,1
3875,1
3876,1
3877,1
3878,1
3879,1
3880,3
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3887,1
3888,3
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,6
3896,6
3897,1
3898,1
3899,1
3900,1
3901,1
3902,3
3903,1
3904,1
3905,1
3906,9
3907,1
3908,1
3909,1
3910,0
3911,3
3912,1
3913,3
3914,3
3915,1
3916,3
3917,1
3918,1
3919,1
3920,3
3921,1
3922,1
3923,3
3924,0
3925,1
3926,1
3927,1
3928,1
3929,6
3930,1
3931,1
3932,0
3933,1
3934,1
3935,1
3936,1
3937,3
3938,1
3939,3
3940,1
3941,1
3942,3
3943,6
3944,0
3945,1
3946,1
3947,1
3948,1
3949,1
3950,0
3951,1
3952,3
3953,1
3954,1
3955,4
3956,1
3957,3
3958,1
3959,3
3960,1
3961,6
3962,3
3963,1
3964,1
3965,1
3966,0
3967,5
3968,1
3969,0
3970,3
3971,1
3972,8
3973,6
3974,1
3975,1
3976,2
3977,1
3978,1
3979,1
3980,1
3981,1
3982,3
3983,3
3984,1
3985,8
3986,1
3987,1
3988,4
3989,6
3990,6
3991,1
3992,1
3993,3
3994,3
3995,1
3996,1
3997,1
3998,1
3999,1
4000,3
4001,3
4002,6
4003,1
4004,0
4005,3
4006,1
4007,1
4008,3
4009,1
4010,6
4011,0
4012,6
4013,1
4014,1
4015,3
4016,1
4017,1
4018,0
4019,1
4020,1
4021,8
4022,1
4023,6
4024,8
4025,8
4026,1
4027,1
4028,1
4029,1
4030,1
4031,0
4032,1
4033,1
4034,1
4035,8
4036,3
4037,1
4038,6
4039,1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,1
4046,1
4047,3
4048,1
4049,1
4050,1
4051,1
4052,1
4053,3
4054,1
4055,0
4056,1
4057,0
4058,1
4059,1
4060,1
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,0
4068,6
4069,1
4070,1
4071,1
4072,1
4073,1
4074,3
4075,3
4076,1
4077,0
4078,0
4079,1
4080,6
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,3
4088,1
4089,1
4090,1
4091,1
4092,0
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,3
4102,8
4103,1
4104,1
4105,1
4106,1
4107,6
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,6
4116,1
4117,1
4118,1
4119,1
4120,6
4121,1
4122,1
4123,3
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,3
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,5
4143,1
4144,1
4145,1
4146,5
4147,3
4148,6
4149,1
4150,8
4151,3
4152,1
4153,1
4154,1
4155,3
4156,1
4157,3
4158,1
4159,3
4160,1
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,3
4168,1
4169,3
4170,8
4171,8
4172,1
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,3
4182,1
4183,4
4184,6
4185,1
4186,1
4187,1
4188,1
4189,1
4190,1
4191,3
4192,3
4193,1
4194,3
4195,3
4196,1
4197,5
4198,3
4199,0
4200,1
4201,3
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,1
4211,3
4212,1
4213,8
4214,1
4215,6
4216,3
4217,3
4218,1
4219,1
4220,8
4221,3
4222,3
4223,1
4224,3
4225,4
4226,1
4227,1
4228,1
4229,1
4230,3
4231,0
4232,1
4233,1
4234,3
4235,3
4236,1
4237,1
4238,6
4239,3
4240,1
4241,1
4242,1
4243,3
4244,1
4245,1
4246,1
4247,1
4248,1
4249,9
4250,3
4251,0
4252,1
4253,1
4254,1
4255,3
4256,8
4257,1
4258,3
4259,1
4260,3
4261,6
4262,0
4263,8
4264,0
4265,1
4266,6
4267,0
4268,8
4269,1
4270,1
4271,1
4272,1
4273,1
4274,1
4275,3
4276,0
4277,1
4278,1
4279,3
4280,3
4281,1
4282,3
4283,3
4284,6
4285,3
4286,1
4287,3
4288,1
4289,1
4290,3
4291,8
4292,3
4293,3
4294,1
4295,1
4296,1
4297,1
4298,6
4299,1
4300,3
4301,4
4302,1
4303,1
4304,1
4305,0
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,2
4314,1
4315,3
4316,1
4317,0
4318,1
4319,1
4320,1
4321,1
4322,1
4323,1
4324,3
4325,8
4326,0
4327,1
4328,1
4329,1
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,1
4340,1
4341,1
4342,1
4343,1
4344,6
4345,1
4346,0
4347,0
4348,1
4349,3
4350,6
4351,1
4352,6
4353,0
4354,1
4355,3
4356,1
4357,1
4358,1
4359,1
4360,3
4361,1
4362,1
4363,1
4364,1
4365,1
4366,1
4367,1
4368,1
4369,1
4370,4
4371,1
4372,4
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,3
4381,1
4382,5
4383,1
4384,8
4385,0
4386,1
4387,1
4388,3
4389,1
4390,1
4391,1
4392,1
4393,0
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,6
4402,1
4403,3
4404,1
4405,1
4406,0
4407,1
4408,1
4409,1
4410,8
4411,1
4412,1
4413,3
4414,1
4415,1
4416,1
4417,5
4418,0
4419,3
4420,1
4421,1
4422,1
4423,1
4424,1
4425,1
4426,6
4427,5
4428,0
4429,1
4430,3
4431,1
4432,1
4433,8
4434,1
4435,1
4436,1
4437,1
4438,3
4439,1
4440,1
4441,1
4442,1
4443,6
4444,6
4445,4
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,3
4453,1
4454,0
4455,1
4456,1
4457,3
4458,1
4459,1
4460,1
4461,6
4462,1
4463,6
4464,1
4465,1
4466,1
4467,1
4468,1
4469,5
4470,1
4471,8
4472,1
4473,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,8
4480,1
4481,1
4482,1
4483,3
4484,1
4485,1
4486,1
4487,1
4488,1
4489,0
4490,1
4491,1
4492,0
4493,1
4494,1
4495,1
4496,3
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,1
4505,1
4506,1
4507,1
4508,1
4509,3
4510,1
4511,8
4512,1
4513,1
4514,1
4515,9
4516,1
4517,9
4518,6
4519,8
4520,3
4521,1
4522,1
4523,1
4524,3
4525,1
4526,1
4527,1
4528,1
4529,1
4530,1
4531,1
4532,9
4533,1
4534,3
4535,1
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,3
4543,1
4544,3
4545,1
4546,8
4547,9
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,1
4555,0
4556,3
4557,3
4558,8
4559,1
4560,6
4561,1
4562,1
4563,1
4564,6
4565,0
4566,1
4567,1
4568,1
4569,1
4570,1
4571,1
4572,1
4573,1
4574,8
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,3
4585,3
4586,1
4587,3
4588,3
4589,1
4590,9
4591,1
4592,1
4593,0
4594,6
4595,1
4596,6
4597,1
4598,1
4599,6
4600,8
4601,1
4602,1
4603,6
4604,1
4605,1
4606,1
4607,5
4608,6
4609,1
4610,1
4611,6
4612,1
4613,1
4614,1
4615,1
4616,6
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4624,1
4625,8
4626,1
4627,1
4628,9
4629,3
4630,1
4631,1
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,1
4642,1
4643,1
4644,1
4645,8
4646,6
4647,1
4648,1
4649,1
4650,1
4651,1
4652,1
4653,1
4654,0
4655,3
4656,1
4657,6
4658,1
4659,1
4660,1
4661,1
4662,6
4663,1
4664,1
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,3
4672,3
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,1
4680,1
4681,1
4682,1
4683,6
4684,8
4685,1
4686,6
4687,1
4688,3
4689,2
4690,1
4691,1
4692,1
4693,1
4694,1
4695,8
4696,1
4697,6
4698,8
4699,1
4700,1
4701,3
4702,3
4703,1
4704,3
4705,3
4706,1
4707,1
4708,1
4709,1
4710,3
4711,1
4712,1
4713,6
4714,1
4715,1
4716,1
4717,5
4718,1
4719,1
4720,1
4721,1
4722,6
4723,1
4724,3
4725,1
4726,1
4727,1
4728,1
4729,3
4730,1
4731,1
4732,1
4733,6
4734,1
4735,3
4736,1
4737,1
4738,1
4739,3
4740,8
4741,1
4742,1
4743,1
4744,6
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,1
4752,6
4753,8
4754,1
4755,1
4756,1
4757,1
4758,8
4759,5
4760,1
4761,1
4762,0
4763,1
4764,1
4765,6
4766,1
4767,0
4768,8
4769,1
4770,1
4771,1
4772,1
4773,1
4774,3
4775,1
4776,3
4777,3
4778,1
4779,3
4780,1
4781,1
4782,1
4783,3
4784,1
4785,6
4786,1
4787,1
4788,1
4789,1
4790,1
4791,3
4792,1
4793,1
4794,1
4795,1
4796,6
4797,3
4798,6
4799,1
4800,6
4801,8
4802,1
4803,1
4804,1
4805,3
4806,1
4807,1
4808,1
4809,3
4810,1
4811,3
4812,3
4813,1
4814,0
4815,1
4816,1
4817,1
4818,3
4819,1
4820,1
4821,3
4822,8
4823,1
4824,5
4825,1
4826,1
4827,6
4828,1
4829,1
4830,6
4831,1
4832,1
4833,3
4834,1
4835,1
4836,2
4837,1
4838,1
4839,1
4840,1
4841,1
4842,3
4843,1
4844,1
4845,1
4846,1
